id,text,label
32098,"சீமான்,....தமிழருக்கு செய்த துரோகத்திற்கு ராஜ பக்சேவுக்கு ஏற்பட்ட கதி பார்த்தாயா....? விஜயலட்சுமிக்கு செய்த துரோகத்திற்கு உனக்கும் தண்டனை வருமுன் காலில் விழுந்து மன்னிப்பு கேட்டு  பிராயசித்தம் தேடிகொள்....",Negative
32099,2009 எனது மக்கள் எவ்வளவு அழிவுகளை சந்தித்தார்கள் இது கடவுளின் தண்டனை..,Negative
32100,"உங்க சேனலில் செய்தி கள் உண்மையாக 👍👍 உள்ளது ஒரு மணிக்கு
ஒரு பதிவு இடவும் நன்றி வணக்கம் 👍🔥🇮🇳🇮🇳🇮🇳",Positive
32101,👉 50years Poi dravidam kachi 🇱🇰1 ni Yosi 👉 🚫 ☢️ ☣️ ❌ 2 mogam irruku 🎭,Negative
32102,Super !!!!!,Positive
32103,😡😡😡,Negative
32104,this is the COMEDY OF ERRORS..( visiting temples and maantrigam..),Negative
32105,"எந்த மதக் கடவுளுக்கும் சக்தி இல்லை என்பது நிரூபிக்கப்பட்டு விட்டது,
சிங்கள அயோக்கியன் அழிவான்",Negative
32106,🙏ஹனுமான் 👍 இலங்கையே கொளுத்தி போட்டவர் கடவுள் இருக்கிறார் உண்மை🙏🙏🙏,Negative
32107,"When will India become free from the families of Gandhis, Lalus, Mulayams, Thackreys, Nidhis, Didis and other political families ?",Negative
32108,Ethai vithaikuromo athaiye aarapom Nenga srilanka thirumba vazharathuku vaippu illa rajapaksa,Negative
32109,ஆனந்தவிகடன் ஒரு   பெருமைமிகு நீண்ட நாளைய பத்திரிக்கை அதன் பெயரில் இவ்வாறு தமிழில் கேவலமாக பேசுவது அருவருக்கத்தக்க வகையில் உள்ளது . தமிழ் உச்சரிப்பு சரியாக தெரியாதவர்கள் ஏன் வேலையில் வைத்து இருக்கிறீர்கள் இது  அவமானத்துக்கு உரியது,Negative
32111,"அன்று தமிழர்களை கொன்று குவித்தது அவர்கள் சாபம்
இன்று உன் வீரத்தை காட்டு
உன் நாட்டு மக்கள் மனதில் வேரோடு தூக்கி எறிந்து விட போகிறார்கள்
உனக்கு பயம் காட்ட வேண்டாமா....",Negative
32112,anavathuko.manthrathko.antavan.yeanrakum.thunaie.nerkam.matar.yenga.tamilargallai.mana.sakhie.ellamal.konru.poterkerar.antavana.parthuthan.ethanai.sothanai.antha.manietharku.vatheruku.ethuve.oru.patamthan...,Negative
32113,பற்ற வைத்த நெருப்பு இன்று எரியுது  🔥🔥🔥🔥🔥,Negative
32114,கொழும்பு கொழம்பு ஆன கதை,Negative
32115,ராஜபக்சே சகோதரர்கள் தலை வெட்டி வீசுங்கள்,Negative
32116,"ராசபக்சே சார், நீங்க தமிழ்நாடு வந்திருங்க. இங்கு நடப்பது நம்ப தீம்கா ஆட்சி, உங்களுக்கு உதவுவோம். ராசபக்சே  நண்பேண்டா....",Negative
32117,Kudumba arasiyalukku ella idathilum mudivu kondu varavendum,Negative
32118,இந்த குடும்பத்தை அழித்தொழிக்கபடவேன்டும்,Negative
32119,ராஜபக்ச செய்த இனப் படுகொலை பற்றி ஒரு சொல் கூட பேசாமல் காணொளியை பதிவு செய்த ஊடக வேசிகளா.,Negative
32120,நாம் தமிழர்,Negative
32121,"இலங்கையில்  குடும்ப அரசியல் ஓழிக்கப்படுகிறது.
தமிழகத்தில்  என்று  ?????😡😡
தமிழா விழித்துக் கொள்",Negative
32122,hanuman langhavai marupadeeyum yergeerar pongha athipatum odapoghrrar uyeruku payanthu,Negative
32123, @Baskaran Padmanaban  hanumaana konnu theela potuwaan singala kaaran,Negative
32124," @Mohamed Zahid  ராசபக்சேயும் தெலுங்கர் என சொல்றாங்க, அதனால நாங்க தமிழ்நாட்டு அரசு உதவுரது முறை. வால்க தீம்கா...",Negative
32126,Yes  good  go day job Worthing avrebdy,Positive
32127,Pavam   maggall,Positive
32128,Telungan thirudthu kootam dravidian model.,Negative
32129,China Corona,Negative
32130,"மந்திரத்தை விட  மெளன த்துக்கு  சக்தி அதிகம்
ஓம் நமோ நாராயணாய நமக",Positive
32131,பழனி முருகனை.நேரில்.பார்ததைவிட.மகிழ்ச்சி.ராஜபக்சேஓஓஓட்டம்,Negative
32132,Good presentation,Positive
32133,"Enga seethayai, enga ramalinga adigalara, enga tamizh makkalai naasapaduthinengale savunga da verodu azhinju ponga",Negative
32134,Tamil makkalukku Panna pavam thirupi adekkudu galipanneduvanga makkal,Negative
32135,"அப்பாடா நிம்மதியாக இருக்கு ஒருவழியாக  இலங்கைக்கான 
பிரச்சனை ஒழிந்தது இனி இலங்கையை இந்தியாவுடன் இனைத்து விட வேன்டியதுதாங்க",Negative
